FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2006,Count,million pounds (GBP),2890,"Professional, Scientific & Technical (Section M)",Total
S92000003,2003,Count,million pounds (GBP),2425,"Professional, Scientific & Technical (Section M)",Total
S92000003,2017,Count,million pounds (GBP),4150,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2016,Count,million pounds (GBP),1160,"Professional, Scientific & Technical (Section M)",EU
S92000003,2014,Count,million pounds (GBP),2255,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2005,Count,million pounds (GBP),650,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2009,Count,million pounds (GBP),1330,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2008,Count,million pounds (GBP),1285,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2008,Count,million pounds (GBP),3960,"Professional, Scientific & Technical (Section M)",Total
S92000003,2011,Count,million pounds (GBP),5825,"Professional, Scientific & Technical (Section M)",Total
S92000003,2007,Count,million pounds (GBP),1190,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2015,Count,million pounds (GBP),2565,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2010,Count,million pounds (GBP),1500,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2012,Count,million pounds (GBP),1830,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2002,Count,million pounds (GBP),605,"Professional, Scientific & Technical (Section M)",EU
S92000003,2004,Count,million pounds (GBP),445,"Professional, Scientific & Technical (Section M)",EU
S92000003,2013,Count,million pounds (GBP),1935,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2011,Count,million pounds (GBP),995,"Professional, Scientific & Technical (Section M)",EU
S92000003,2009,Count,million pounds (GBP),810,"Professional, Scientific & Technical (Section M)",EU
S92000003,2017,Count,million pounds (GBP),3670,"Professional, Scientific & Technical (Section M)",International
S92000003,2017,Count,million pounds (GBP),2445,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2017,Count,million pounds (GBP),1225,"Professional, Scientific & Technical (Section M)",EU
S92000003,2006,Count,million pounds (GBP),1260,"Professional, Scientific & Technical (Section M)",International
S92000003,2016,Count,million pounds (GBP),3950,"Professional, Scientific & Technical (Section M)",International
S92000003,2008,Count,million pounds (GBP),1965,"Professional, Scientific & Technical (Section M)",International
S92000003,2006,Count,million pounds (GBP),785,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2006,Count,million pounds (GBP),475,"Professional, Scientific & Technical (Section M)",EU
S92000003,2011,Count,million pounds (GBP),1655,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2014,Count,million pounds (GBP),1220,"Professional, Scientific & Technical (Section M)",EU
S92000003,2003,Count,million pounds (GBP),595,"Professional, Scientific & Technical (Section M)",EU
S92000003,2012,Count,million pounds (GBP),1145,"Professional, Scientific & Technical (Section M)",EU
S92000003,2007,Count,million pounds (GBP),1830,"Professional, Scientific & Technical (Section M)",International
S92000003,2012,Count,million pounds (GBP),2975,"Professional, Scientific & Technical (Section M)",International
S92000003,2002,Count,million pounds (GBP),1300,"Professional, Scientific & Technical (Section M)",International
S92000003,2009,Count,million pounds (GBP),2145,"Professional, Scientific & Technical (Section M)",International
S92000003,2004,Count,million pounds (GBP),1015,"Professional, Scientific & Technical (Section M)",International
S92000003,2015,Count,million pounds (GBP),3775,"Professional, Scientific & Technical (Section M)",International
S92000003,2005,Count,million pounds (GBP),1190,"Professional, Scientific & Technical (Section M)",International
S92000003,2010,Count,million pounds (GBP),2425,"Professional, Scientific & Technical (Section M)",International
S92000003,2011,Count,million pounds (GBP),2650,"Professional, Scientific & Technical (Section M)",International
S92000003,2003,Count,million pounds (GBP),1080,"Professional, Scientific & Technical (Section M)",International
S92000003,2014,Count,million pounds (GBP),3475,"Professional, Scientific & Technical (Section M)",International
S92000003,2013,Count,million pounds (GBP),3265,"Professional, Scientific & Technical (Section M)",International
S92000003,2015,Count,million pounds (GBP),8895,"Professional, Scientific & Technical (Section M)",Total
S92000003,2016,Count,million pounds (GBP),4125,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2014,Count,million pounds (GBP),7705,"Professional, Scientific & Technical (Section M)",Total
S92000003,2005,Count,million pounds (GBP),2710,"Professional, Scientific & Technical (Section M)",Total
S92000003,2009,Count,million pounds (GBP),2290,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2009,Count,million pounds (GBP),4430,"Professional, Scientific & Technical (Section M)",Total
S92000003,2007,Count,million pounds (GBP),1835,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2003,Count,million pounds (GBP),1345,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2011,Count,million pounds (GBP),3175,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2005,Count,million pounds (GBP),1520,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2010,Count,million pounds (GBP),5335,"Professional, Scientific & Technical (Section M)",Total
S92000003,2007,Count,million pounds (GBP),3665,"Professional, Scientific & Technical (Section M)",Total
S92000003,2006,Count,million pounds (GBP),1630,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2013,Count,million pounds (GBP),7110,"Professional, Scientific & Technical (Section M)",Total
S92000003,2016,Count,million pounds (GBP),8075,"Professional, Scientific & Technical (Section M)",Total
S92000003,2008,Count,million pounds (GBP),1995,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2007,Count,million pounds (GBP),640,"Professional, Scientific & Technical (Section M)",EU
S92000003,2002,Count,million pounds (GBP),1530,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2010,Count,million pounds (GBP),925,"Professional, Scientific & Technical (Section M)",EU
S92000003,2005,Count,million pounds (GBP),540,"Professional, Scientific & Technical (Section M)",EU
S92000003,2003,Count,million pounds (GBP),485,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2016,Count,million pounds (GBP),2790,"Professional, Scientific & Technical (Section M)",Non-EU
S92000003,2013,Count,million pounds (GBP),1325,"Professional, Scientific & Technical (Section M)",EU
S92000003,2014,Count,million pounds (GBP),4230,"Professional, Scientific & Technical (Section M)",Rest of UK
S92000003,2008,Count,million pounds (GBP),680,"Professional, Scientific & Technical (Section M)",EU
S92000003,2016,Count,million pounds (GBP),1895,Construction (Section F),Rest of UK
S92000003,2012,Count,million pounds (GBP),1595,Construction (Section F),Rest of UK
S92000003,2004,Count,million pounds (GBP),2280,Construction (Section F),Rest of UK
S92000003,2015,Count,million pounds (GBP),1490,Construction (Section F),Rest of UK
S92000003,2010,Count,million pounds (GBP),75,Construction (Section F),EU
S92000003,2014,Count,million pounds (GBP),70,Construction (Section F),Non-EU
S92000003,2013,Count,million pounds (GBP),1870,Construction (Section F),Rest of UK
S92000003,2003,Count,million pounds (GBP),1885,Construction (Section F),Rest of UK
S92000003,2005,Count,million pounds (GBP),1655,Construction (Section F),Rest of UK
S92000003,2007,Count,million pounds (GBP),1905,Construction (Section F),Rest of UK
S92000003,2005,Count,million pounds (GBP),195,Construction (Section F),Non-EU
S92000003,2002,Count,million pounds (GBP),30,Construction (Section F),Non-EU
S92000003,2004,Count,million pounds (GBP),150,Construction (Section F),Non-EU
S92000003,2017,Count,million pounds (GBP),1815,Construction (Section F),Rest of UK
S92000003,2008,Count,million pounds (GBP),2220,Construction (Section F),Rest of UK
S92000003,2009,Count,million pounds (GBP),1615,Construction (Section F),Rest of UK
S92000003,2013,Count,million pounds (GBP),50,Construction (Section F),EU
S92000003,2011,Count,million pounds (GBP),1480,Construction (Section F),Rest of UK
S92000003,2014,Count,million pounds (GBP),70,Construction (Section F),EU
S92000003,2013,Count,million pounds (GBP),55,Construction (Section F),Non-EU
S92000003,2007,Count,million pounds (GBP),75,Construction (Section F),Non-EU
S92000003,2010,Count,million pounds (GBP),40,Construction (Section F),Non-EU
S92000003,2014,Count,million pounds (GBP),1650,Construction (Section F),Rest of UK
S92000003,2015,Count,million pounds (GBP),55,Construction (Section F),Non-EU
S92000003,2009,Count,million pounds (GBP),75,Construction (Section F),Non-EU
S92000003,2016,Count,million pounds (GBP),50,Construction (Section F),Non-EU
S92000003,2008,Count,million pounds (GBP),90,Construction (Section F),Non-EU
S92000003,2006,Count,million pounds (GBP),1750,Construction (Section F),Rest of UK
S92000003,2010,Count,million pounds (GBP),1495,Construction (Section F),Rest of UK
S92000003,2002,Count,million pounds (GBP),1630,Construction (Section F),Rest of UK
S92000003,2012,Count,million pounds (GBP),45,Construction (Section F),Non-EU
S92000003,2017,Count,million pounds (GBP),85,Construction (Section F),EU
S92000003,2015,Count,million pounds (GBP),55,Construction (Section F),EU
S92000003,2006,Count,million pounds (GBP),140,Construction (Section F),Non-EU
S92000003,2003,Count,million pounds (GBP),45,Construction (Section F),EU
S92000003,2011,Count,million pounds (GBP),50,Construction (Section F),Non-EU
S92000003,2003,Count,million pounds (GBP),220,Construction (Section F),Non-EU
S92000003,2005,Count,million pounds (GBP),35,Construction (Section F),EU
S92000003,2016,Count,million pounds (GBP),90,Construction (Section F),EU
S92000003,2006,Count,million pounds (GBP),180,Construction (Section F),International
S92000003,2011,Count,million pounds (GBP),1575,Construction (Section F),Total
S92000003,2014,Count,million pounds (GBP),140,Construction (Section F),International
S92000003,2011,Count,million pounds (GBP),95,Construction (Section F),International
S92000003,2007,Count,million pounds (GBP),80,Construction (Section F),EU
S92000003,2008,Count,million pounds (GBP),185,Construction (Section F),International
S92000003,2015,Count,million pounds (GBP),1600,Construction (Section F),Total
S92000003,2010,Count,million pounds (GBP),115,Construction (Section F),International
S92000003,2009,Count,million pounds (GBP),150,Construction (Section F),International
S92000003,2006,Count,million pounds (GBP),1930,Construction (Section F),Total
S92000003,2003,Count,million pounds (GBP),265,Construction (Section F),International
S92000003,2014,Count,million pounds (GBP),1790,Construction (Section F),Total
S92000003,2007,Count,million pounds (GBP),2060,Construction (Section F),Total
S92000003,2002,Count,million pounds (GBP),1710,Construction (Section F),Total
S92000003,2011,Count,million pounds (GBP),45,Construction (Section F),EU
S92000003,2002,Count,million pounds (GBP),85,Construction (Section F),International
S92000003,2004,Count,million pounds (GBP),180,Construction (Section F),International
S92000003,2004,Count,million pounds (GBP),30,Construction (Section F),EU
S92000003,2006,Count,million pounds (GBP),40,Construction (Section F),EU
S92000003,2008,Count,million pounds (GBP),95,Construction (Section F),EU
S92000003,2012,Count,million pounds (GBP),45,Construction (Section F),EU
S92000003,2017,Count,million pounds (GBP),50,Construction (Section F),Non-EU
S92000003,2010,Count,million pounds (GBP),1610,Construction (Section F),Total
S92000003,2015,Count,million pounds (GBP),110,Construction (Section F),International
S92000003,2003,Count,million pounds (GBP),2150,Construction (Section F),Total
S92000003,2005,Count,million pounds (GBP),1885,Construction (Section F),Total
S92000003,2002,Count,million pounds (GBP),50,Construction (Section F),EU
S92000003,2012,Count,million pounds (GBP),90,Construction (Section F),International
S92000003,2017,Count,million pounds (GBP),140,Construction (Section F),International
S92000003,2012,Count,million pounds (GBP),1685,Construction (Section F),Total
S92000003,2009,Count,million pounds (GBP),80,Construction (Section F),EU
