FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2009,Count,million pounds (GBP),9315,Financial and Insurance (Section K),Rest of UK
S92000003,2013,Count,million pounds (GBP),1465,Financial and Insurance (Section K),International
S92000003,2017,Count,million pounds (GBP),1755,Financial and Insurance (Section K),International
S92000003,2011,Count,million pounds (GBP),910,Financial and Insurance (Section K),Non-EU
S92000003,2007,Count,million pounds (GBP),650,Financial and Insurance (Section K),International
S92000003,2006,Count,million pounds (GBP),680,Financial and Insurance (Section K),Non-EU
S92000003,2012,Count,million pounds (GBP),1055,Financial and Insurance (Section K),Non-EU
S92000003,2010,Count,million pounds (GBP),1480,Financial and Insurance (Section K),International
S92000003,2008,Count,million pounds (GBP),750,Financial and Insurance (Section K),International
S92000003,2006,Count,million pounds (GBP),1085,Financial and Insurance (Section K),International
S92000003,2012,Count,million pounds (GBP),1390,Financial and Insurance (Section K),International
S92000003,2002,Count,million pounds (GBP),835,Financial and Insurance (Section K),International
S92000003,2016,Count,million pounds (GBP),1210,Financial and Insurance (Section K),Non-EU
S92000003,2004,Count,million pounds (GBP),8075,Financial and Insurance (Section K),Rest of UK
S92000003,2008,Count,million pounds (GBP),445,Financial and Insurance (Section K),Non-EU
S92000003,2003,Count,million pounds (GBP),305,Financial and Insurance (Section K),Non-EU
S92000003,2017,Count,million pounds (GBP),835,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2006,Count,million pounds (GBP),535,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2009,Count,million pounds (GBP),985,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2010,Count,million pounds (GBP),955,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2002,Count,million pounds (GBP),80,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2006,Count,million pounds (GBP),75,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2008,Count,million pounds (GBP),200,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2004,Count,million pounds (GBP),80,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2007,Count,million pounds (GBP),180,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2014,Count,million pounds (GBP),195,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2008,Count,million pounds (GBP),95,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2013,Count,million pounds (GBP),970,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2004,Count,million pounds (GBP),205,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2006,Count,million pounds (GBP),185,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2012,Count,million pounds (GBP),775,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2003,Count,million pounds (GBP),420,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2015,Count,million pounds (GBP),160,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2005,Count,million pounds (GBP),70,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2007,Count,million pounds (GBP),75,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2008,Count,million pounds (GBP),810,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2007,Count,million pounds (GBP),570,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2009,Count,million pounds (GBP),145,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2014,Count,million pounds (GBP),175,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2009,Count,million pounds (GBP),275,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2010,Count,million pounds (GBP),255,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2015,Count,million pounds (GBP),360,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2017,Count,million pounds (GBP),495,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2005,Count,million pounds (GBP),220,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2011,Count,million pounds (GBP),140,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2011,Count,million pounds (GBP),290,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2011,Count,million pounds (GBP),710,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2013,Count,million pounds (GBP),265,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2012,Count,million pounds (GBP),280,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2017,Count,million pounds (GBP),1330,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2016,Count,million pounds (GBP),205,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2013,Count,million pounds (GBP),130,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2002,Count,million pounds (GBP),175,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2016,Count,million pounds (GBP),385,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2003,Count,million pounds (GBP),65,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2016,Count,million pounds (GBP),180,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2010,Count,million pounds (GBP),115,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2003,Count,million pounds (GBP),150,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2015,Count,million pounds (GBP),200,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2014,Count,million pounds (GBP),370,"Agriculture, Forestry and Fishing (Section A)",International
S92000003,2012,Count,million pounds (GBP),1055,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2011,Count,million pounds (GBP),150,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2012,Count,million pounds (GBP),130,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2010,Count,million pounds (GBP),700,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2006,Count,million pounds (GBP),720,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2016,Count,million pounds (GBP),1095,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2007,Count,million pounds (GBP),105,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2002,Count,million pounds (GBP),520,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2013,Count,million pounds (GBP),135,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2008,Count,million pounds (GBP),100,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2015,Count,million pounds (GBP),625,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2015,Count,million pounds (GBP),985,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2005,Count,million pounds (GBP),715,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2004,Count,million pounds (GBP),670,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2003,Count,million pounds (GBP),570,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2009,Count,million pounds (GBP),710,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2012,Count,million pounds (GBP),150,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2017,Count,million pounds (GBP),270,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2014,Count,million pounds (GBP),1085,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2005,Count,million pounds (GBP),495,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2011,Count,million pounds (GBP),1000,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2009,Count,million pounds (GBP),125,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2017,Count,million pounds (GBP),225,"Agriculture, Forestry and Fishing (Section A)",Non-EU
S92000003,2003,Count,million pounds (GBP),85,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2004,Count,million pounds (GBP),460,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2013,Count,million pounds (GBP),700,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2014,Count,million pounds (GBP),715,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2006,Count,million pounds (GBP),105,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2002,Count,million pounds (GBP),90,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2010,Count,million pounds (GBP),135,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2004,Count,million pounds (GBP),125,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2016,Count,million pounds (GBP),715,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2005,Count,million pounds (GBP),145,"Agriculture, Forestry and Fishing (Section A)",EU
S92000003,2002,Count,million pounds (GBP),695,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2007,Count,million pounds (GBP),750,"Agriculture, Forestry and Fishing (Section A)",Total
S92000003,2008,Count,million pounds (GBP),610,"Agriculture, Forestry and Fishing (Section A)",Rest of UK
S92000003,2003,Count,million pounds (GBP),190,Education (Section P),Non-EU
S92000003,2010,Count,million pounds (GBP),860,Education (Section P),Total
S92000003,2011,Count,million pounds (GBP),330,Education (Section P),Non-EU
S92000003,2012,Count,million pounds (GBP),465,Education (Section P),Rest of UK
S92000003,2011,Count,million pounds (GBP),515,Education (Section P),International
S92000003,2005,Count,million pounds (GBP),200,Education (Section P),Non-EU
S92000003,2006,Count,million pounds (GBP),305,Education (Section P),International
S92000003,2012,Count,million pounds (GBP),560,Education (Section P),International
S92000003,2009,Count,million pounds (GBP),400,Education (Section P),International
S92000003,2009,Count,million pounds (GBP),255,Education (Section P),Non-EU
S92000003,2014,Count,million pounds (GBP),440,Education (Section P),Non-EU
S92000003,2011,Count,million pounds (GBP),450,Education (Section P),Rest of UK
S92000003,2003,Count,million pounds (GBP),65,Education (Section P),EU
S92000003,2007,Count,million pounds (GBP),625,Education (Section P),Total
S92000003,2003,Count,million pounds (GBP),445,Education (Section P),Total
S92000003,2008,Count,million pounds (GBP),735,Education (Section P),Total
S92000003,2016,Count,million pounds (GBP),1260,Education (Section P),Total
S92000003,2017,Count,million pounds (GBP),775,Education (Section P),International
S92000003,2005,Count,million pounds (GBP),515,Education (Section P),Total
S92000003,2017,Count,million pounds (GBP),495,Education (Section P),Non-EU
S92000003,2003,Count,million pounds (GBP),195,Education (Section P),Rest of UK
S92000003,2008,Count,million pounds (GBP),210,Education (Section P),Non-EU
S92000003,2016,Count,million pounds (GBP),480,Education (Section P),Non-EU
S92000003,2012,Count,million pounds (GBP),205,Education (Section P),EU
S92000003,2017,Count,million pounds (GBP),515,Education (Section P),Rest of UK
S92000003,2005,Count,million pounds (GBP),230,Education (Section P),Rest of UK
S92000003,2005,Count,million pounds (GBP),80,Education (Section P),EU
S92000003,2002,Count,million pounds (GBP),280,Education (Section P),Rest of UK
S92000003,2006,Count,million pounds (GBP),250,Education (Section P),Rest of UK
S92000003,2004,Count,million pounds (GBP),490,Education (Section P),Total
S92000003,2009,Count,million pounds (GBP),770,Education (Section P),Total
S92000003,2004,Count,million pounds (GBP),185,Education (Section P),Non-EU
S92000003,2010,Count,million pounds (GBP),280,Education (Section P),Non-EU
S92000003,2002,Count,million pounds (GBP),115,Education (Section P),Non-EU
S92000003,2011,Count,million pounds (GBP),965,Education (Section P),Total
S92000003,2013,Count,million pounds (GBP),1045,Education (Section P),Total
S92000003,2015,Count,million pounds (GBP),1250,Education (Section P),Total
S92000003,2002,Count,million pounds (GBP),450,Education (Section P),Total
S92000003,2015,Count,million pounds (GBP),505,Education (Section P),Rest of UK
S92000003,2006,Count,million pounds (GBP),555,Education (Section P),Total
S92000003,2014,Count,million pounds (GBP),1160,Education (Section P),Total
S92000003,2012,Count,million pounds (GBP),1025,Education (Section P),Total
S92000003,2007,Count,million pounds (GBP),190,Education (Section P),Non-EU
S92000003,2004,Count,million pounds (GBP),70,Education (Section P),EU
S92000003,2006,Count,million pounds (GBP),220,Education (Section P),Non-EU
S92000003,2017,Count,million pounds (GBP),1290,Education (Section P),Total
S92000003,2014,Count,million pounds (GBP),700,Education (Section P),International
S92000003,2015,Count,million pounds (GBP),745,Education (Section P),International
S92000003,2016,Count,million pounds (GBP),290,Education (Section P),EU
S92000003,2016,Count,million pounds (GBP),770,Education (Section P),International
S92000003,2002,Count,million pounds (GBP),60,Education (Section P),EU
S92000003,2009,Count,million pounds (GBP),145,Education (Section P),EU
S92000003,2014,Count,million pounds (GBP),460,Education (Section P),Rest of UK
S92000003,2013,Count,million pounds (GBP),390,Education (Section P),Non-EU
S92000003,2009,Count,million pounds (GBP),370,Education (Section P),Rest of UK
S92000003,2008,Count,million pounds (GBP),405,Education (Section P),Rest of UK
S92000003,2004,Count,million pounds (GBP),240,Education (Section P),Rest of UK
S92000003,2007,Count,million pounds (GBP),280,Education (Section P),International
S92000003,2011,Count,million pounds (GBP),180,Education (Section P),EU
S92000003,2013,Count,million pounds (GBP),420,Education (Section P),Rest of UK
S92000003,2007,Count,million pounds (GBP),345,Education (Section P),Rest of UK
S92000003,2003,Count,million pounds (GBP),255,Education (Section P),International
S92000003,2013,Count,million pounds (GBP),630,Education (Section P),International
S92000003,2012,Count,million pounds (GBP),355,Education (Section P),Non-EU
S92000003,2015,Count,million pounds (GBP),460,Education (Section P),Non-EU
S92000003,2010,Count,million pounds (GBP),440,Education (Section P),International
S92000003,2017,Count,million pounds (GBP),280,Education (Section P),EU
S92000003,2004,Count,million pounds (GBP),255,Education (Section P),International
S92000003,2005,Count,million pounds (GBP),280,Education (Section P),International
S92000003,2008,Count,million pounds (GBP),330,Education (Section P),International
S92000003,2002,Count,million pounds (GBP),170,Education (Section P),International
S92000003,2014,Count,million pounds (GBP),255,Education (Section P),EU
S92000003,2010,Count,million pounds (GBP),420,Education (Section P),Rest of UK
S92000003,2013,Count,million pounds (GBP),235,Education (Section P),EU
S92000003,2007,Count,million pounds (GBP),95,Education (Section P),EU
S92000003,2016,Count,million pounds (GBP),490,Education (Section P),Rest of UK
S92000003,2015,Count,million pounds (GBP),285,Education (Section P),EU
S92000003,2010,Count,million pounds (GBP),165,Education (Section P),EU
S92000003,2008,Count,million pounds (GBP),120,Education (Section P),EU
S92000003,2006,Count,million pounds (GBP),90,Education (Section P),EU
S92000003,2016,Count,million pounds (GBP),355,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2006,Count,million pounds (GBP),305,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2008,Count,million pounds (GBP),1705,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2017,Count,million pounds (GBP),615,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2014,Count,million pounds (GBP),1180,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2015,Count,million pounds (GBP),1215,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2016,Count,million pounds (GBP),1120,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2017,Count,million pounds (GBP),4925,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2013,Count,million pounds (GBP),1585,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2002,Count,million pounds (GBP),605,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2012,Count,million pounds (GBP),1605,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2004,Count,million pounds (GBP),575,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2011,Count,million pounds (GBP),1870,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2013,Count,million pounds (GBP),305,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2002,Count,million pounds (GBP),495,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2010,Count,million pounds (GBP),495,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2004,Count,million pounds (GBP),475,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2012,Count,million pounds (GBP),460,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2015,Count,million pounds (GBP),425,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2009,Count,million pounds (GBP),505,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2014,Count,million pounds (GBP),380,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2003,Count,million pounds (GBP),490,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2005,Count,million pounds (GBP),565,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2011,Count,million pounds (GBP),415,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2011,Count,million pounds (GBP),5265,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2003,Count,million pounds (GBP),2760,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2005,Count,million pounds (GBP),2660,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2008,Count,million pounds (GBP),4780,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2012,Count,million pounds (GBP),4520,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2005,Count,million pounds (GBP),1695,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2007,Count,million pounds (GBP),3975,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2009,Count,million pounds (GBP),1895,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2006,Count,million pounds (GBP),2740,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2014,Count,million pounds (GBP),3340,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2002,Count,million pounds (GBP),2620,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2015,Count,million pounds (GBP),3900,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2011,Count,million pounds (GBP),3395,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2007,Count,million pounds (GBP),1345,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2013,Count,million pounds (GBP),2830,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2014,Count,million pounds (GBP),2165,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2016,Count,million pounds (GBP),3690,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2010,Count,million pounds (GBP),4865,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2009,Count,million pounds (GBP),4240,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2015,Count,million pounds (GBP),2255,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2012,Count,million pounds (GBP),2455,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2007,Count,million pounds (GBP),2065,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2011,Count,million pounds (GBP),2975,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2016,Count,million pounds (GBP),2215,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2007,Count,million pounds (GBP),565,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2017,Count,million pounds (GBP),2870,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2008,Count,million pounds (GBP),2540,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2006,Count,million pounds (GBP),1935,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2014,Count,million pounds (GBP),1785,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2002,Count,million pounds (GBP),1520,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2013,Count,million pounds (GBP),2525,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2010,Count,million pounds (GBP),2145,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2003,Count,million pounds (GBP),1580,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2006,Count,million pounds (GBP),495,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2004,Count,million pounds (GBP),1660,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU
S92000003,2008,Count,million pounds (GBP),535,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Non-EU
S92000003,2017,Count,million pounds (GBP),1440,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2002,Count,million pounds (GBP),2020,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2009,Count,million pounds (GBP),2400,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2010,Count,million pounds (GBP),2635,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2012,Count,million pounds (GBP),2915,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2006,Count,million pounds (GBP),2435,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2008,Count,million pounds (GBP),3075,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2004,Count,million pounds (GBP),2715,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2003,Count,million pounds (GBP),2070,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2004,Count,million pounds (GBP),2140,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2007,Count,million pounds (GBP),2630,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2013,Count,million pounds (GBP),4420,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Total
S92000003,2005,Count,million pounds (GBP),400,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2010,Count,million pounds (GBP),2225,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2005,Count,million pounds (GBP),2260,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2009,Count,million pounds (GBP),1835,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2015,Count,million pounds (GBP),2685,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2016,Count,million pounds (GBP),2570,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2017,Count,million pounds (GBP),3485,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",International
S92000003,2003,Count,million pounds (GBP),690,"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",Rest of UK
S92000003,2016,Count,million pounds (GBP),3550,Transportation and Storage (Section H),Total
S92000003,2013,Count,million pounds (GBP),550,Transportation and Storage (Section H),EU
S92000003,2011,Count,million pounds (GBP),3150,Transportation and Storage (Section H),Total
S92000003,2012,Count,million pounds (GBP),440,Transportation and Storage (Section H),EU
S92000003,2015,Count,million pounds (GBP),620,Transportation and Storage (Section H),EU
S92000003,2006,Count,million pounds (GBP),335,Transportation and Storage (Section H),Non-EU
S92000003,2015,Count,million pounds (GBP),380,Transportation and Storage (Section H),Non-EU
S92000003,2014,Count,million pounds (GBP),545,Transportation and Storage (Section H),Non-EU
S92000003,2006,Count,million pounds (GBP),365,Transportation and Storage (Section H),EU
S92000003,2009,Count,million pounds (GBP),445,Transportation and Storage (Section H),EU
S92000003,2011,Count,million pounds (GBP),390,Transportation and Storage (Section H),Non-EU
S92000003,2016,Count,million pounds (GBP),760,Transportation and Storage (Section H),EU
S92000003,2010,Count,million pounds (GBP),355,Transportation and Storage (Section H),EU
S92000003,2004,Count,million pounds (GBP),375,Transportation and Storage (Section H),EU
S92000003,2004,Count,million pounds (GBP),370,Transportation and Storage (Section H),Non-EU
S92000003,2002,Count,million pounds (GBP),280,Transportation and Storage (Section H),Non-EU
S92000003,2003,Count,million pounds (GBP),360,Transportation and Storage (Section H),Non-EU
S92000003,2010,Count,million pounds (GBP),430,Transportation and Storage (Section H),Non-EU
S92000003,2009,Count,million pounds (GBP),425,Transportation and Storage (Section H),Non-EU
S92000003,2008,Count,million pounds (GBP),550,Transportation and Storage (Section H),Non-EU
S92000003,2017,Count,million pounds (GBP),780,Transportation and Storage (Section H),EU
S92000003,2013,Count,million pounds (GBP),505,Transportation and Storage (Section H),Non-EU
S92000003,2007,Count,million pounds (GBP),405,Transportation and Storage (Section H),Non-EU
S92000003,2012,Count,million pounds (GBP),395,Transportation and Storage (Section H),Non-EU
S92000003,2005,Count,million pounds (GBP),305,Transportation and Storage (Section H),Non-EU
S92000003,2002,Count,million pounds (GBP),2185,Transportation and Storage (Section H),Total
S92000003,2005,Count,million pounds (GBP),275,Transportation and Storage (Section H),EU
S92000003,2007,Count,million pounds (GBP),265,Transportation and Storage (Section H),EU
S92000003,2014,Count,million pounds (GBP),590,Transportation and Storage (Section H),EU
S92000003,2011,Count,million pounds (GBP),525,Transportation and Storage (Section H),EU
S92000003,2008,Count,million pounds (GBP),350,Transportation and Storage (Section H),EU
S92000003,2007,Count,million pounds (GBP),675,Transportation and Storage (Section H),International
S92000003,2013,Count,million pounds (GBP),3300,Transportation and Storage (Section H),Total
S92000003,2012,Count,million pounds (GBP),3265,Transportation and Storage (Section H),Total
S92000003,2014,Count,million pounds (GBP),3275,Transportation and Storage (Section H),Total
S92000003,2008,Count,million pounds (GBP),2865,Transportation and Storage (Section H),Total
S92000003,2004,Count,million pounds (GBP),745,Transportation and Storage (Section H),International
S92000003,2015,Count,million pounds (GBP),1000,Transportation and Storage (Section H),International
S92000003,2006,Count,million pounds (GBP),695,Transportation and Storage (Section H),International
S92000003,2009,Count,million pounds (GBP),870,Transportation and Storage (Section H),International
S92000003,2004,Count,million pounds (GBP),2475,Transportation and Storage (Section H),Total
